Character,Category,Hash40,String,Specific (Done: 82.34%),General (Done: 57.75%),English (Done: 44.91%),Comments
Banjo & Kazooie,Movement,0xb38c9ab48,jump_f_mini,,,,
Banjo & Kazooie,Movement,0xad160bda8,jump_squat,,,,
Banjo & Kazooie,,0xfefe225e5,just_shield_off,,,,
Banjo & Kazooie,Aerial Attacks,0xd5f9a4aee,landing_air_b,lbair,bair,Back Air,
Banjo & Kazooie,Aerial Attacks,0xd58f78ef7,landing_air_f,lfair,fair,Forward Air,
Banjo & Kazooie,Aerial Attacks,0xe5b6e8bce,landing_air_hi,luair,uair,Up Air,
Banjo & Kazooie,Aerial Attacks,0xec50d73a9,landing_air_lw,ldair,dair,Down Air,
Banjo & Kazooie,Aerial Attacks,0xd562c06c5,landing_air_n,lnair,nair,Neutral Air,
Banjo & Kazooie,,0xdc81fdc09,landing_heavy,,,,
Banjo & Kazooie,,0xdd934faa1,landing_light,,,,
Banjo & Kazooie,Movement,0x7da900d48,ottotto,,teeter,Teeter,
Banjo & Kazooie,,0x4ce70d424,pass,,,,
Banjo & Kazooie,,0x776effdcf,passive,,,,
Banjo & Kazooie,,0x35076a4c0,run,,,,
Banjo & Kazooie,,0xbe0831584,run_brake_l,skid,skid,Skid,
Banjo & Kazooie,,0xb1a8c28e7,run_brake_r,skid,skid,Skid,
Banjo & Kazooie,Special Attacks,0xe46c0e666,special_air_lw,,downb,Down Special,
Banjo & Kazooie,Special Attacks,0xd483c0ed2,special_air_n,,,Neutral Special,
Banjo & Kazooie,Special Attacks,0x17b3c83abc,special_air_n_shoot_end,,,Neutral Special,
Banjo & Kazooie,Special Attacks,0x1826dc417b,special_air_n_shoot_fire,,,Neutral Special,
Banjo & Kazooie,Special Attacks,0x1de0b1705d,special_air_n_shoot_jump_fire,,,Neutral Special,
Banjo & Kazooie,Special Attacks,0x19530b2052,special_air_n_shoot_start,,,Neutral Special,
Banjo & Kazooie,Special Attacks,0xd2b3a620b,special_air_s,,sideb,Side Special,
Banjo & Kazooie,Special Attacks,0x127f383ead,special_air_s_dash,,sideb,Side Special,
Banjo & Kazooie,Special Attacks,0x1158d0953d,special_air_s_end,,sideb,Side Special,
Banjo & Kazooie,Special Attacks,0xa28f17495,special_hi,,,Up Special,
Banjo & Kazooie,Special Attacks,0x105c3c1e76,special_hi_start,,,Up Special,
Banjo & Kazooie,Special Attacks,0xab6928cf2,special_lw,,,Down Special,
Banjo & Kazooie,Special Attacks,0x915c5de42,special_n,,,Neutral Special,
Banjo & Kazooie,Special Attacks,0x1937b726a4,special_n_legs_jump_squat,,,Neutral Special,
Banjo & Kazooie,Special Attacks,0x165035a7a1,special_n_legs_landing,,,Neutral Special,
Banjo & Kazooie,Special Attacks,0x1577524d81,special_n_legs_walk_b,,,Neutral Special,
Banjo & Kazooie,Special Attacks,0x15703f8998,special_n_legs_walk_f,,,Neutral Special,
Banjo & Kazooie,Special Attacks,0x13c442747a,special_n_shoot_end,,,Neutral Special,
Banjo & Kazooie,Special Attacks,0x1454acacb0,special_n_shoot_fire,,,Neutral Special,
Banjo & Kazooie,Special Attacks,0x155fcf4b87,special_n_shoot_start,,,Neutral Special,
Banjo & Kazooie,Special Attacks,0x976c3b29b,special_s,,,Side Special,
Banjo & Kazooie,Special Attacks,0xe3d6acb62,special_s_dash,,,Side Special,
Banjo & Kazooie,Special Attacks,0xdb8bd3614,special_s_end,,,Side Special,
Banjo & Kazooie,,0x5d267ef83,squat,,,,
Banjo & Kazooie,,0x8d58dc131,squat_rv,,,,
Banjo & Kazooie,,0xaa60712ea,squat_wait,,,,
Banjo & Kazooie,Grabs,0x74e9acdb1,throw_b,bthrow,throw,Back Throw,
Banjo & Kazooie,Grabs,0x749f709a8,throw_f,fthrow,throw,Forward Throw,
Banjo & Kazooie,,0x93adf54a2,thrown_lw,,,,
Banjo & Kazooie,,0x420201547,turn,,,,
Banjo & Kazooie,,0x9e696ecad,turn_dash,,,,
Banjo & Kazooie,,0x8afd9b84f,turn_run,,,,
Banjo & Kazooie,,0xecbdbc635,turn_run_brake,skid,skid,Skid,
Banjo & Kazooie,,0x47dee83e5,wait,idle,idle,Idle,
Banjo & Kazooie,,0x6e395aa39,wait_2,idle,idle,Idle,
Banjo & Kazooie,,0x694929aaf,wait_3,idle,idle,Idle,
Banjo & Kazooie,,0x9fece0d5d,walk_fast,walk,walk,Walk,
Banjo & Kazooie,,0xb4fb275bd,walk_middle,walk,walk,Walk,
Banjo & Kazooie,,0x9eeaf3544,walk_slow,walk,walk,Walk,
Banjo & Kazooie,,0xbca3f3207,wall_damage,,,,
Bowser,,0x11128e840f,(unknown),,,,
Bowser,,0xc3ce6adce,(unknown),,,,
Bowser,,0x112f7cb4d1,(unknown),,,,
Bowser,,0xf3d52f506,(unknown),,,,
Bowser,,0xf3a3f311f,(unknown),,,,
Bowser,,0xa881b3433,(unknown),,,,
Bowser,,0x118b87d5b5,(unknown),,,,
Bowser,,0xdd2ebac33,(unknown),,,,
Bowser,,0x1160574c75,(unknown),,,,
Bowser,,0xc1b0a05d8,(unknown),,,,
Bowser,,0x1237aa75f7,(unknown),,,,
Bowser,,0x11fe34b412,(unknown),,,,
Bowser,,0x11b11f4cb6,(unknown),,,,
Bowser,,0x13bf0666ca,(unknown),,,,
Bowser,Ground Attacks,0x99c52257e,attack_11,,jab,Jab,
Bowser,Ground Attacks,0x9055b74c4,attack_12,,jab,Jab,
Bowser,Aerial Attacks,0xc3495ada5,attack_air_f,afair,fair,Forward Air,
Bowser,Aerial Attacks,0xdde67d935,attack_air_hi,auair,uair,Up Air,
Bowser,Aerial Attacks,0xd40042152,attack_air_lw,adair,dair,Down Air,
Bowser,Aerial Attacks,0xc3a4e2597,attack_air_n,,nair,Neutral Air,
Bowser,Ground Attacks,0xb6c751ced,attack_dash,,da,Dash Attack,
Bowser,Ground Attacks,0xacbfc42e6,attack_hi3,,utilt,Up Tilt,
Bowser,Ground Attacks,0xa5598d745,attack_hi4,,usmash,Up Smash,
Bowser,Ground Attacks,0xf5db36b5c,attack_hi4_hold,charge_usmash,usmash,Up Smash,
Bowser,Ground Attacks,0xa18b4d5e5,attack_lw3,,dtilt,Down Tilt,
Bowser,Ground Attacks,0xa86d04046,attack_lw4,,dsmash,Down Smash,
Bowser,Ground Attacks,0xfee188235,attack_lw4_hold,charge_dsmash,dsmash,Down Smash,
Bowser,Ground Attacks,0xcba28ee97,attack_s3_hi,uftilt,ftilt,Forward Tilt,
Bowser,Ground Attacks,0xb7dd72b57,attack_s3_s,fftilt,ftilt,Forward Tilt,
Bowser,Ground Attacks,0xea274b695,attack_s4_hold,charge_fsmash,fsmash,Forward Smash,
Bowser,Ground Attacks,0xb78983dd2,attack_s4_s,fsmash,fsmash,Forward Smash,
Bowser,Grabs,0x5c56b7b64,catch,,,Grab,
Bowser,Grabs,0xc0f9e0724,catch_attack,,,Grab,
Bowser,Grabs,0xae4c85cc1,catch_dash,,,Grab,
Bowser,Grabs,0xaeaab5d22,catch_pull,,,Grab,
Bowser,Grabs,0xa5f869486,catch_turn,,,Grab,
Bowser,Ledge,0x127aee8c0f,cliff_attack_quick,,,,
Bowser,Ledge,0xb99d9746c,cliff_catch,,,,
Bowser,Ledge,0xa7c8b8f5e,cliff_wait,,,,
Bowser,Disadvantage,0xc105ff854,damage_air_2,,hitstun,Hitstun,
Bowser,Disadvantage,0xc6758c8c2,damage_air_3,,hitstun,Hitstun,
Bowser,Disadvantage,0xdc8ca7173,damage_fly_hi,,hitstun,Hitstun,
Bowser,Disadvantage,0xd56a98914,damage_fly_lw,,hitstun,Hitstun,
Bowser,Disadvantage,0xcfb292648,damage_fly_n,,hitstun,Hitstun,
Bowser,Disadvantage,0xfd4ac733b,damage_fly_roll,,hitstun,Hitstun,
Bowser,Disadvantage,0xe08a589d4,damage_fly_top,,hitstun,Hitstun,
Bowser,Disadvantage,0xb7dc027b4,damage_hi_1,,hitstun,Hitstun,
Bowser,Disadvantage,0xb93ce4698,damage_hi_3,,hitstun,Hitstun,
Bowser,Disadvantage,0xb0a145fb5,damage_lw_3,,hitstun,Hitstun,
Bowser,Disadvantage,0xaef48d400,damage_n_1,,hitstun,Hitstun,
Bowser,Disadvantage,0xa0146b52c,damage_n_3,,hitstun,Hitstun,
Bowser,,0x49b6edd00,dash,,,,
Bowser,,0x625e8b08e,escape,,,,
Bowser,,0xae47033ba,escape_air,,,,
Bowser,,0x1060d3285b,escape_air_slide,,,,
Bowser,,0x8b12770b1,escape_b,,,,
Bowser,,0x8b64ab4a8,escape_f,,,,
Bowser,,0x4fb50df0c,fall,,,,
Bowser,,0xb29e5172c,fall_aerial,,,,
Bowser,,0xba547290c,fall_damage,,,,
Bowser,,0xc692cfb94,guard_damage,,,,
Bowser,,0x97ab1c684,guard_off,,,,
Bowser,,0x8da2dd4f9,guard_on,,,,
Bowser,Movement,0xd0c1c4542,jump_aerial_b,,,,
Bowser,Movement,0xd0b71815b,jump_aerial_f,,,,
Bowser,Movement,0x62abde441,jump_b,,,,
Bowser,Movement,0xba358e95e,jump_b_mini,,,,
Bowser,Movement,0x62dd02058,jump_f,,,,
Bowser,Movement,0xb38c9ab48,jump_f_mini,,,,
Bowser,Movement,0xad160bda8,jump_squat,,,,
Bowser,,0xfefe225e5,just_shield_off,,,,
Bowser,Aerial Attacks,0xd5f9a4aee,landing_air_b,lbair,bair,Back Air,
Bowser,Aerial Attacks,0xd58f78ef7,landing_air_f,lfair,fair,Forward Air,
Bowser,Aerial Attacks,0xe5b6e8bce,landing_air_hi,luair,uair,Up Air,
Bowser,Aerial Attacks,0xec50d73a9,landing_air_lw,ldair,dair,Down Air,
Bowser,Aerial Attacks,0xd562c06c5,landing_air_n,lnair,nair,Neutral Air,
Bowser,,0x1447a7e8cc,landing_fall_special,,,,
Bowser,,0xdc81fdc09,landing_heavy,,,,
Bowser,,0xdd934faa1,landing_light,,,,
Bowser,Movement,0x7da900d48,ottotto,,teeter,Teeter,
Bowser,,0x4ce70d424,pass,,,,
Bowser,,0x776effdcf,passive,,,,
Bowser,,0x35076a4c0,run,,,,
Bowser,,0xbe0831584,run_brake_l,skid,skid,Skid,
Bowser,Special Attacks,0xed8a31e01,special_air_hi,,upb,Up Special,
Bowser,Special Attacks,0xe46c0e666,special_air_lw,,downb,Down Special,
Bowser,Special Attacks,0xd483c0ed2,special_air_n,,,Neutral Special,
Bowser,Special Attacks,0x11c0a0c60e,special_air_n_end,,,Neutral Special,
Bowser,Special Attacks,0x1331f32137,special_air_n_start,,,Neutral Special,
Bowser,Special Attacks,0x137ae46635,special_air_s_squat,,sideb,Side Special,
Bowser,Special Attacks,0xa28f17495,special_hi,,,Up Special,
Bowser,Special Attacks,0xf2c56cadd,special_lw_land,,,Down Special,
Bowser,Special Attacks,0x915c5de42,special_n,,,Neutral Special,
Bowser,Special Attacks,0xd20cd6527,special_n_end,,,Neutral Special,
Bowser,Special Attacks,0xf3a6aace3,special_n_start,,,Neutral Special,
Bowser,Special Attacks,0x138e07525d,special_s_air_catch,,,Side Special,
Bowser,Special Attacks,0xf66717f06,special_s_catch,,,Side Special,
Bowser,Special Attacks,0xe5d54c96e,special_s_fall,,,Side Special,
Bowser,Special Attacks,0xe01b71074,special_s_jump,,,Side Special,
Bowser,Special Attacks,0x11bf9ca033,special_s_landing,,,Side Special,
Bowser,Special Attacks,0xf717debe1,special_s_squat,,,Side Special,
Bowser,,0x5d267ef83,squat,,,,
Bowser,,0x8d58dc131,squat_rv,,,,
Bowser,,0xaa60712ea,squat_wait,,,,
Bowser,Grabs,0x83ec83f4b,throw_lw,dthrow,throw,Down Throw,
Bowser,,0x420201547,turn,,,,
Bowser,,0x9e696ecad,turn_dash,,,,
Bowser,,0x8afd9b84f,turn_run,,,,
Bowser,,0x9fece0d5d,walk_fast,walk,walk,Walk,
Bowser,,0xb4fb275bd,walk_middle,walk,walk,Walk,
Bowser,,0x9eeaf3544,walk_slow,walk,walk,Walk,
Bowser,,0xbca3f3207,wall_damage,,,,
Bowser Jr,,0x118b87d5b5,(unknown),,,,
Bowser Jr,,0x9863fc281,(unknown),,,,
Bowser Jr,,0xca8fd5eb1,(unknown),,,,
Bowser Jr,,0xb319a8b44,(unknown),,,,
Bowser Jr,,0xeb12c0ec9,(unknown),,,,
Bowser Jr,,0x882d73137,(unknown),,,,
Bowser Jr,,0xba91a571f,(unknown),,,,
Bowser Jr,,0x1237aa75f7,(unknown),,,,
Bowser Jr,,0x9e9259b47,(unknown),,,,
Bowser Jr,,0x11128e840f,(unknown),,,,
Bowser Jr,,0xf3d52f506,(unknown),,,,
Bowser Jr,,0x11c48e6de3,(unknown),,,,
Bowser Jr,,0x97eacd12e,(unknown),,,,
Bowser Jr,,0xa382c1a6f,(unknown),,,,
Bowser Jr,,0x13bf0666ca,(unknown),,,,
Bowser Jr,,0xc3ce6adce,(unknown),,,,
Bowser Jr,,0xb95b751c9,(unknown),,,,
Bowser Jr,,0xcff952a23,(unknown),,,,
Bowser Jr,,0xf3a3f311f,(unknown),,,,
Bowser Jr,,0xa72140950,(unknown),,,,
Bowser Jr,,0x11b11f4cb6,(unknown),,,,
Bowser Jr,,0xc8a426770,(unknown),,,,
Bowser Jr,,0x112f7cb4d1,(unknown),,,,
Bowser Jr,,0x9a4bcacc5,(unknown),,,,
Bowser Jr,,0x1160574c75,(unknown),,,,
Bowser Jr,Ground Attacks,0xa5ae1e07e,attack_100,,jab,Jab,
Bowser Jr,Ground Attacks,0xea34e5703,attack_100_end,,jab,Jab,
Bowser Jr,Ground Attacks,0x1003559f46,attack_100_start,,jab,Jab,
Bowser Jr,Ground Attacks,0x99c52257e,attack_11,,jab,Jab,
Bowser Jr,Ground Attacks,0x9055b74c4,attack_12,,jab,Jab,
Bowser Jr,Aerial Attacks,0xc33f869bc,attack_air_b,abair,bair,Back Air,
Bowser Jr,Aerial Attacks,0xc3495ada5,attack_air_f,afair,fair,Forward Air,
Bowser Jr,Aerial Attacks,0xdde67d935,attack_air_hi,auair,uair,Up Air,
Bowser Jr,Aerial Attacks,0xd40042152,attack_air_lw,adair,dair,Down Air,
Bowser Jr,Aerial Attacks,0xc3a4e2597,attack_air_n,,nair,Neutral Air,
Bowser Jr,Ground Attacks,0xb6c751ced,attack_dash,,da,Dash Attack,
Bowser Jr,Ground Attacks,0xacbfc42e6,attack_hi3,,utilt,Up Tilt,
Bowser Jr,Ground Attacks,0xa5598d745,attack_hi4,,usmash,Up Smash,
Bowser Jr,Ground Attacks,0xf5db36b5c,attack_hi4_hold,charge_usmash,usmash,Up Smash,
Bowser Jr,Ground Attacks,0xa18b4d5e5,attack_lw3,,dtilt,Down Tilt,
Bowser Jr,Ground Attacks,0xa86d04046,attack_lw4,,dsmash,Down Smash,
Bowser Jr,Ground Attacks,0xfee188235,attack_lw4_hold,charge_dsmash,dsmash,Down Smash,
Bowser Jr,Ground Attacks,0xcba28ee97,attack_s3_hi,uftilt,ftilt,Forward Tilt,
Bowser Jr,Ground Attacks,0xc244b16f0,attack_s3_lw,dftilt,ftilt,Forward Tilt,
Bowser Jr,Ground Attacks,0xb7dd72b57,attack_s3_s,fftilt,ftilt,Forward Tilt,
Bowser Jr,Ground Attacks,0xc27ffd62e,attack_s4_hi,ufsmash,fsmash,Forward Smash,
Bowser Jr,Ground Attacks,0xea274b695,attack_s4_hold,charge_fsmash,fsmash,Forward Smash,
Bowser Jr,Ground Attacks,0xb78983dd2,attack_s4_s,fsmash,fsmash,Forward Smash,
Bowser Jr,Grabs,0x5c56b7b64,catch,,,Grab,
Bowser Jr,Grabs,0xc0f9e0724,catch_attack,,,Grab,
Bowser Jr,Grabs,0xae4c85cc1,catch_dash,,,Grab,
Bowser Jr,Grabs,0xaeaab5d22,catch_pull,,,Grab,
Bowser Jr,Ledge,0x127aee8c0f,cliff_attack_quick,,,,
Bowser Jr,Ledge,0x1562607cdd,cliff_attack_quick_jr,,,,
Bowser Jr,Ledge,0xb99d9746c,cliff_catch,,,,
Bowser Jr,Ledge,0xe4c29c7fd,cliff_catch_jr,,,,
Bowser Jr,Ledge,0x14c84ff652,cliff_climb_quick_jr,,,,
Bowser Jr,Ledge,0x156d788185,cliff_escape_quick_jr,,,,
Bowser Jr,Ledge,0x14f5be380b,cliff_jump_quick1_jr,,,,
Bowser Jr,Ledge,0xa7c8b8f5e,cliff_wait,,,,
Bowser Jr,Ledge,0xd19ebfe48,cliff_wait_jr,,,,
Bowser Jr,Disadvantage,0xc8956a9ee,damage_air_1,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xc105ff854,damage_air_2,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xc6758c8c2,damage_air_3,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xb29add323,damage_elec,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xdc8ca7173,damage_fly_hi,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xd56a98914,damage_fly_lw,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0x11ca458285,damage_fly_meteor,spiked,hitstun,Spiked,
Bowser Jr,Disadvantage,0xcfb292648,damage_fly_n,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xfd4ac733b,damage_fly_roll,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xe08a589d4,damage_fly_top,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xb7dc027b4,damage_hi_1,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xbe4c9760e,damage_hi_2,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xb93ce4698,damage_hi_3,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xbe41a3e99,damage_lw_1,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xb7d136f23,damage_lw_2,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xb0a145fb5,damage_lw_3,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xaef48d400,damage_n_1,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xa764185ba,damage_n_2,,hitstun,Hitstun,
Bowser Jr,Disadvantage,0xa0146b52c,damage_n_3,,hitstun,Hitstun,
Bowser Jr,,0x49b6edd00,dash,,,,
Bowser Jr,,0xcc24d7e43,down_bound_u,,,,
Bowser Jr,,0x625e8b08e,escape,,,,
Bowser Jr,,0xae47033ba,escape_air,,,,
Bowser Jr,,0x1060d3285b,escape_air_slide,,,,
Bowser Jr,,0x8b12770b1,escape_b,,,,
Bowser Jr,,0x8b64ab4a8,escape_f,,,,
Bowser Jr,,0x4fb50df0c,fall,,,,
Bowser Jr,,0xb29e5172c,fall_aerial,,,,
Bowser Jr,,0xba547290c,fall_damage,,,,
Bowser Jr,,0xc692cfb94,guard_damage,,,,
Bowser Jr,,0x97ab1c684,guard_off,,,,
Bowser Jr,,0x8da2dd4f9,guard_on,,,,
Bowser Jr,,0xea8d09abb,item_light_get,,,,
Bowser Jr,,0x1706090a36,item_light_throw_air_b4,,item,Item Throw,
Bowser Jr,,0x16b7b89d4e,item_light_throw_air_f,,item,Item Throw,
Bowser Jr,,0x176265cf32,item_light_throw_air_f4,,item,Item Throw,
Bowser Jr,,0x13213094b8,item_light_throw_b4,,item,Item Throw,
Bowser Jr,,0x13455c51bc,item_light_throw_f4,,item,Item Throw,
Bowser Jr,Movement,0xd0c1c4542,jump_aerial_b,,,,
Bowser Jr,Movement,0xd0b71815b,jump_aerial_f,,,,
Bowser Jr,Movement,0x62abde441,jump_b,,,,
Bowser Jr,Movement,0xba358e95e,jump_b_mini,,,,
Bowser Jr,Movement,0x62dd02058,jump_f,,,,
Bowser Jr,Movement,0xb38c9ab48,jump_f_mini,,,,
Bowser Jr,Movement,0xad160bda8,jump_squat,,,,
Bowser Jr,,0xfefe225e5,just_shield_off,,,,
Bowser Jr,Aerial Attacks,0xd5f9a4aee,landing_air_b,lbair,bair,Back Air,
Bowser Jr,Aerial Attacks,0xd58f78ef7,landing_air_f,lfair,fair,Forward Air,
Bowser Jr,Aerial Attacks,0xe5b6e8bce,landing_air_hi,luair,uair,Up Air,
Bowser Jr,Aerial Attacks,0xec50d73a9,landing_air_lw,ldair,dair,Down Air,
Bowser Jr,Aerial Attacks,0xd562c06c5,landing_air_n,lnair,nair,Neutral Air,
Bowser Jr,,0xdc81fdc09,landing_heavy,,,,
Bowser Jr,,0xdd934faa1,landing_light,,,,
Bowser Jr,Movement,0x7da900d48,ottotto,,teeter,Teeter,
Bowser Jr,,0x4ce70d424,pass,,,,
Bowser Jr,,0x776effdcf,passive,,,,
Bowser Jr,,0x35076a4c0,run,,,,
Bowser Jr,,0xb1a8c28e7,run_brake_r,skid,skid,Skid,
Bowser Jr,,0x93a974d80,slip_down,,,,
Bowser Jr,Special Attacks,0x14dd899136,special_air_hi_start,,upb,Up Special,
Bowser Jr,Special Attacks,0xe46c0e666,special_air_lw,,downb,Down Special,
Bowser Jr,Special Attacks,0x14907f15fe,special_air_n_charge,,,Neutral Special,
Bowser Jr,Special Attacks,0x13dece8806,special_air_n_shoot,,,Neutral Special,
Bowser Jr,Special Attacks,0x1331f32137,special_air_n_start,,,Neutral Special,
Bowser Jr,Special Attacks,0xd2b3a620b,special_air_s,,sideb,Side Special,
Bowser Jr,Special Attacks,0x12f65cc722,special_air_s_spin,,sideb,Side Special,
Bowser Jr,Special Attacks,0x1337fadc39,special_air_s_start,,sideb,Side Special,
Bowser Jr,Special Attacks,0x19d9693f4c,special_hi_attack_landing,,,Up Special,
Bowser Jr,Special Attacks,0x15a1f6bf9e,special_hi_damage_end,,,Up Special,
Bowser Jr,Special Attacks,0x14ea6c8ff9,special_hi_jr_attack,,,Up Special,
Bowser Jr,Special Attacks,0x14bc64f6ae,special_hi_jr_damage,,,Up Special,
Bowser Jr,Special Attacks,0x12b06739bc,special_hi_jr_fall,,,Up Special,
Bowser Jr,Special Attacks,0x12d5891ef6,special_hi_jr_rise,,,Up Special,
Bowser Jr,Special Attacks,0x12cb4acfbc,special_hi_landing,,,Up Special,
Bowser Jr,Special Attacks,0x105c3c1e76,special_hi_start,,,Up Special,
Bowser Jr,Special Attacks,0xab6928cf2,special_lw,,,Down Special,
Bowser Jr,Special Attacks,0x1011ca9abe,special_n_charge,,,Neutral Special,
Bowser Jr,Special Attacks,0xfd55705d2,special_n_shoot,,,Neutral Special,
Bowser Jr,Special Attacks,0xf3a6aace3,special_n_start,,,Neutral Special,
Bowser Jr,Special Attacks,0x976c3b29b,special_s,,,Side Special,
Bowser Jr,Special Attacks,0x145edd705b,special_s_cliff_jump,,,Side Special,
Bowser Jr,Special Attacks,0xeb40e32ed,special_s_spin,,,Side Special,
Bowser Jr,Special Attacks,0xf3c6351ed,special_s_start,,,Side Special,
Bowser Jr,,0x5d267ef83,squat,,,,
Bowser Jr,,0x8d58dc131,squat_rv,,,,
Bowser Jr,,0xaa60712ea,squat_wait,,,,
Bowser Jr,Grabs,0x74e9acdb1,throw_b,bthrow,throw,Back Throw,
Bowser Jr,Grabs,0x749f709a8,throw_f,fthrow,throw,Forward Throw,
Bowser Jr,Grabs,0x8a0abc72c,throw_hi,uthrow,throw,Up Throw,
Bowser Jr,Grabs,0x83ec83f4b,throw_lw,dthrow,throw,Down Throw,
Bowser Jr,,0x93adf54a2,thrown_lw,,,,
Bowser Jr,,0x420201547,turn,,,,
Bowser Jr,,0x9e696ecad,turn_dash,,,,
Bowser Jr,,0x8afd9b84f,turn_run,,,,
Bowser Jr,,0xecbdbc635,turn_run_brake,skid,skid,Skid,
Bowser Jr,,0x47dee83e5,wait,idle,idle,Idle,
Bowser Jr,,0x694929aaf,wait_3,idle,idle,Idle,
Bowser Jr,,0x9640bfe6e,wait_item,idle,idle,Idle,
Bowser Jr,,0x9fece0d5d,walk_fast,walk,walk,Walk,
Bowser Jr,,0xb4fb275bd,walk_middle,walk,walk,Walk,
Bowser Jr,,0x9eeaf3544,walk_slow,walk,walk,Walk,
Bowser Jr,,0xbca3f3207,wall_damage,,,,
Byleth,,0x882d73137,(unknown),,,,
Byleth,,0x11c48e6de3,(unknown),,,,
Byleth,,0x9e9259b47,(unknown),,,,
Byleth,,0x9a4bcacc5,(unknown),,,,
Byleth,,0x11b11f4cb6,(unknown),,,,
Byleth,,0xf3d52f506,(unknown),,,,
Byleth,,0xa881b3433,(unknown),,,,
Byleth,,0x1160574c75,(unknown),,,,
Byleth,,0xca8fd5eb1,(unknown),,,,
Byleth,,0x1237aa75f7,(unknown),,,,
Byleth,,0x9863fc281,(unknown),,,,
Byleth,,0x112f7cb4d1,(unknown),,,,
Byleth,,0xf3a3f311f,(unknown),,,,
Byleth,,0xe487f0b25,air_catch_hang,,,,
Byleth,,0xdf7ec6d94,air_catch_hit,,,,
Byleth,,0xec62e546f,air_catch_pose,,,,
Byleth,Ground Attacks,0xa5ae1e07e,attack_100,,jab,Jab,
Byleth,Ground Attacks,0xea34e5703,attack_100_end,,jab,Jab,
Byleth,Ground Attacks,0x1003559f46,attack_100_start,,jab,Jab,
Byleth,Ground Attacks,0x99c52257e,attack_11,,jab,Jab,
Byleth,Ground Attacks,0x9055b74c4,attack_12,,jab,Jab,
Byleth,Aerial Attacks,0xc33f869bc,attack_air_b,abair,bair,Back Air,
Byleth,Aerial Attacks,0xc3495ada5,attack_air_f,afair,fair,Forward Air,
Byleth,Aerial Attacks,0xdde67d935,attack_air_hi,auair,uair,Up Air,
Byleth,Aerial Attacks,0xd40042152,attack_air_lw,adair,dair,Down Air,
Byleth,Aerial Attacks,0xc3a4e2597,attack_air_n,,nair,Neutral Air,
Byleth,Ground Attacks,0xb6c751ced,attack_dash,,da,Dash Attack,
Byleth,Ground Attacks,0xacbfc42e6,attack_hi3,,utilt,Up Tilt,
Byleth,Ground Attacks,0xa5598d745,attack_hi4,,usmash,Up Smash,
Byleth,Ground Attacks,0xf5db36b5c,attack_hi4_hold,charge_usmash,usmash,Up Smash,
Byleth,Ground Attacks,0xa18b4d5e5,attack_lw3,,dtilt,Down Tilt,
Byleth,Ground Attacks,0xa86d04046,attack_lw4,,dsmash,Down Smash,
Byleth,Ground Attacks,0xb7dd72b57,attack_s3_s,fftilt,ftilt,Forward Tilt,
Byleth,Ground Attacks,0xcb99c2e49,attack_s4_lw,lfsmash,fsmash,Forward Smash,
Byleth,Ground Attacks,0xb78983dd2,attack_s4_s,fsmash,fsmash,Forward Smash,
Byleth,Grabs,0x5c56b7b64,catch,,,Grab,
Byleth,Grabs,0xc0f9e0724,catch_attack,,,Grab,
Byleth,Grabs,0xae4c85cc1,catch_dash,,,Grab,
Byleth,Grabs,0xaeaab5d22,catch_pull,,,Grab,
Byleth,Ledge,0x127aee8c0f,cliff_attack_quick,,,,
Byleth,Ledge,0xb99d9746c,cliff_catch,,,,
Byleth,Ledge,0xc5e484a0a,cliff_catch2,,,,
Byleth,Ledge,0xa7c8b8f5e,cliff_wait,,,,
Byleth,Disadvantage,0xc8956a9ee,damage_air_1,,hitstun,Hitstun,
Byleth,Disadvantage,0xc105ff854,damage_air_2,,hitstun,Hitstun,
Byleth,Disadvantage,0xc6758c8c2,damage_air_3,,hitstun,Hitstun,
Byleth,Disadvantage,0xd56a98914,damage_fly_lw,,hitstun,Hitstun,
Byleth,Disadvantage,0xcfb292648,damage_fly_n,,hitstun,Hitstun,
Byleth,Disadvantage,0xe08a589d4,damage_fly_top,,hitstun,Hitstun,
Byleth,Disadvantage,0xb93ce4698,damage_hi_3,,hitstun,Hitstun,
Byleth,Disadvantage,0xbe41a3e99,damage_lw_1,,hitstun,Hitstun,
Byleth,Disadvantage,0xb7d136f23,damage_lw_2,,hitstun,Hitstun,
Byleth,Disadvantage,0xb0a145fb5,damage_lw_3,,hitstun,Hitstun,
Byleth,Disadvantage,0xaef48d400,damage_n_1,,hitstun,Hitstun,
